epoch,ae_loss,rec_loss,commit_loss,vq_loss,lpips_loss,wasserstein_loss,d_loss,g_loss,perplexity,codebook_utilization,quant_1,quant_2,quant_3,quant_4,quant_5,quant_6,quant_7,quant_8,quant_9,quant_10
17,0.2996069101732729,0.07989831160985943,0.006544698489447817,0.02781496854028204,0.19025685237004206,0.07526603816657057,0.0,0.40206051151176075,6933.00982822516,0.9318445226648352,0.3133525597852665,0.2696343574659292,0.2231110487774615,0.181389294783056,0.15332256456762006,0.12953485967420833,0.1016210135440905,0.08461335106264978,0.06939069927421027,0.02781496854028204
18,0.2967721050803041,0.07932112963645013,0.006536096861524569,0.027778411672993022,0.18810991568988933,0.07492718872897354,0.0,0.3943932376829259,6937.795757139996,0.9319580972413004,0.31400840797703783,0.27034975301760894,0.22371221879572223,0.1817600694604409,0.1535063248687175,0.12957022124867298,0.10154735554869358,0.08450325166349446,0.0692892863036512,0.027778411672993022
19,0.29439311073376584,0.07873144030789316,0.006512746118493514,0.027679170949227644,0.18654116071187532,0.07427375264902474,0.0,0.40007357610450994,6950.547522464514,0.9321111322759272,0.31480051571632917,0.2711258378603083,0.2242892739591581,0.18204631061453522,0.15357942488931475,0.12947389670398646,0.10136505636649254,0.08430943998334171,0.06911985610267181,0.027679170949227644
20,0.2926196374626823,0.07836387747209587,0.006487626022055417,0.02757241055983436,0.18532577787454313,0.07372657919213885,0.0,0.39556041021486776,6952.119966947115,0.9322213532723786,0.31511212972712604,0.2713827982599482,0.22435149665062243,0.18187978511655722,0.15332741213914675,0.12916781433991023,0.1010765797380126,0.08404161954373666,0.0688802597450686,0.02757241055983436
21,0.2900924739929346,0.07774748972484044,0.006482551644484584,0.027550844444924002,0.1835044102245198,0.07344631231884598,0.0,0.39718062760847395,6958.536780277014,0.9324412363352793,0.3155855325770465,0.271860933975204,0.22478363229023232,0.18213185425097253,0.1534246699713962,0.12916927975721848,0.10099398758221459,0.08395097131803358,0.06880262054694004,0.027550844444924002
22,0.2884810896037699,0.07746573852804992,0.006469474511814641,0.02749526664792072,0.18229455105114334,0.07309283466238678,0.0,0.4027183249647364,6970.024116264594,0.9323106702867445,0.3161336849460672,0.2724507933571225,0.22519302949473097,0.18233718149937117,0.15348009563191034,0.12910198555379124,0.10086771006603817,0.08381406538488664,0.06867367742180606,0.02749526664792072
23,0.2874508495186711,0.07735140365122002,0.006462842833264407,0.02746708196802781,0.18146083337483387,0.07284208866102355,0.0,0.3960089737569893,6961.801519037603,0.9322566776485234,0.31565183914188066,0.27212163661316635,0.22492202065694025,0.18209469599492384,0.15327798214915034,0.12891894965108497,0.10074672184802674,0.08373395829792424,0.06861569954171068,0.02746708196802781
24,0.2859842001081823,0.07698410110814231,0.006450313768578154,0.027413833463366653,0.1804688810865521,0.07252795773902874,0.0,0.4009232976279416,6960.294430016598,0.9323316860548306,0.3162607742207391,0.272482947743201,0.2250228851160287,0.1820652939570256,0.1531328891878163,0.12875626814780217,0.10059460425824472,0.083599057498869,0.06850834630238704,0.027413833463366653
25,0.2846926526326836,0.07659892372159294,0.006435621534081878,0.02735139148466753,0.17969507844129326,0.07213748993536273,0.0,0.39827089661206955,6967.748516376202,0.9324371002532623,0.3157340392961607,0.27207733125804545,0.22475927462289622,0.1818237773009709,0.15293715943346967,0.12854673900392466,0.10040871677544964,0.08344229243886776,0.0683779309370688,0.02735139148466753
26,0.28333945687000567,0.07629220472860249,0.0064405160120282415,0.02737219295986406,0.1786242316548641,0.07220159316155718,0.0,0.39646459777494925,6972.706847026671,0.9324046823131296,0.315432968157115,0.2719249291406883,0.22467693091530502,0.18186138504809077,0.15303502870457514,0.12866057215374468,0.10049876827241737,0.08353566813654516,0.0684512174746274,0.02737219295986406
27,0.2820555467854489,0.07607530303053804,0.006430985906669672,0.02733169013682084,0.17764249932525794,0.07195069449834335,0.0,0.4025413613670912,6968.832117101649,0.9324265923692193,0.31490046855730885,0.2714628912099115,0.22429696950829509,0.1815281977583637,0.15277364885523206,0.12843505113006948,0.10034593155150448,0.08343303142176879,0.06839230199491148,0.02733169013682084
28,0.28150587542589767,0.07590612530326232,0.006427961298445369,0.027318835504107422,0.17729097345482298,0.07186472207826354,0.0,0.39897123754242836,6969.380367516598,0.9325598412817651,0.3147392789850305,0.27117436081716867,0.2240404726275594,0.18136567644256374,0.1526586440402073,0.12835794208305223,0.10031099112588407,0.08342925782550822,0.06839034470964919,0.027318835504107422
29,0.2802890290816625,0.07556039635296706,0.00643381059268701,0.027343694970093587,0.1763917068531225,0.07193807898696526,0.0,0.39912344411615924,6972.639203082074,0.9327198070484203,0.3141202044574332,0.27084055300051474,0.22385941606847357,0.18128877635294702,0.15265863285069065,0.12838614427726783,0.10037114763216222,0.08350005002194272,0.06845124040631366,0.027343694970093587
30,0.27996016577595756,0.07549601409843554,0.00641620922458423,0.02726888916226643,0.1762308474534597,0.07165427644474384,0.0,0.3999453721356479,6968.921385824462,0.9326638022621909,0.3137086007075432,0.2703816776365151,0.22334436687466863,0.18081832104004347,0.15226007836969782,0.12805953718749158,0.10013299641427977,0.08334311857928724,0.06834472844124714,0.02726888916226643
31,0.27845560052456,0.0750265267605965,0.006425822762629161,0.027309746713456,0.17514336455763477,0.07179531553289392,0.0,0.3935339007076326,6974.921902722928,0.9328317048348786,0.31312441438327343,0.26986631139730793,0.22306840094454558,0.1807327621476554,0.15230223359096617,0.12811112255130933,0.10019311995242104,0.0834196741818945,0.06843662927875589,0.027309746713456
32,0.27840818816816415,0.07509210001636338,0.0064110496463492895,0.02724696100167521,0.17512661409683716,0.07152623933613737,0.0,0.3941481746050901,6971.540902944712,0.9327559139265682,0.3128209967752953,0.2694872369095956,0.22265404356377466,0.18038848762983803,0.15202081500938086,0.12787977454590274,0.10000826537117853,0.08328808124958377,0.06833332894376783,0.02724696100167521
33,0.27826613722703397,0.0750960257491131,0.006416390277274744,0.02726965872809673,0.17496785248592223,0.07155016358027529,0.0,0.3986275180792197,6977.3817465086995,0.9329719962654534,0.31273425062060795,0.2693973234667009,0.22264994448903716,0.18044532726317536,0.1521188204923829,0.12795375182460517,0.10005967387240448,0.08335736737801479,0.06841575611560118,0.02726965872809673
34,0.27771652951127007,0.07503582705016974,0.00638856651472958,0.027151407636429144,0.17464557380139173,0.07109044439708576,0.0,0.39958649759109205,6986.355594844608,0.9329387958233173,0.3120486067655759,0.26908117126086695,0.2224181497217098,0.18031036815582177,0.15198972177156161,0.12773962292970317,0.09980906799926863,0.08312770720202844,0.06821838249844728,0.027151407636429144
35,0.2765466742790662,0.07461190238704175,0.006351663717392818,0.026994570752012205,0.17413528975877132,0.07043411515844174,0.0,0.3976820404931303,7002.011394123455,0.9331594613882211,0.3119914821543536,0.2690654517912166,0.22241962264418166,0.1802055130238498,0.15183427580546982,0.12749516096088911,0.09945250570009916,0.08276595793418833,0.06789215173121992,0.026994570752012205
36,0.2766913313677896,0.07476133887311477,0.006368622658842486,0.027066646317777398,0.17402741416688366,0.07071841117199305,0.0,0.39612999361949963,7002.652113917983,0.9331412402701466,0.31223784327070353,0.26929242723372393,0.22272701269431866,0.180616757890462,0.15226003576766003,0.12787192635538377,0.09973661036609294,0.08298494912438341,0.06806575477587216,0.027066646317777398
37,0.27518940654211427,0.07440743753652433,0.006324404811370613,0.026878720354084132,0.17316536725440743,0.06991992226968972,0.0,0.39764779467722433,7015.593375293326,0.9331642681862409,0.3116977803218059,0.2690376339159606,0.22249914430109136,0.18033065548637411,0.1518908721077573,0.1274625869269991,0.09930631489707874,0.08257200186833358,0.0677075555868747,0.026878720354084132
38,0.27523237747914625,0.07449423966608641,0.006333823417289517,0.026918749444377728,0.1730334922234654,0.07018043600950703,0.0,0.3975305574171709,7014.33785485348,0.9332061879364125,0.3122529666939061,0.26932071482305564,0.2227237589739181,0.18054613642967665,0.15208805319699611,0.12761705682609545,0.09943577662219495,0.08269185514185891,0.06780515274121648,0.026918749444377728
39,0.27517665674289066,0.07441192183084104,0.00633263811912565,0.026913711903514444,0.17308701408324223,0.07009483244774979,0.0,0.39740126102398604,7018.637239225618,0.9333395486349588,0.3122800430862895,0.2695473999385432,0.22295450430104147,0.18075254262039514,0.1522090868144245,0.12766645327483342,0.09946086331383212,0.08272064458101223,0.06783466867338388,0.026913711903514444
40,0.27423470923097143,0.07420742000033567,0.006317891820159915,0.02685104019516881,0.17247127225765815,0.06974076383470834,0.0,0.39619070897390557,7021.1131426353595,0.933251461266598,0.31290260601393033,0.27003346451800386,0.22316954918069282,0.18071416637181362,0.15202373241657738,0.1273844914285691,0.09919758071447467,0.08249874679105622,0.0676681043600643,0.02685104019516881
41,0.2730606088599006,0.0739362352551558,0.006306398981472566,0.02680219557381921,0.17163863426053916,0.06954673348137966,0.0,0.3963269465244733,7020.5113190032625,0.9334798400655334,0.3126805881550024,0.26987164437552513,0.22303771552367088,0.1805884184472727,0.15185680163976473,0.1272188304162724,0.09902642150119548,0.08235071454838519,0.0675491234594649,0.02680219557381921
42,0.2741081862822994,0.07426168122789362,0.006351746830256868,0.02699492393818858,0.1720463405653234,0.0704361003151525,0.0,0.39911423028607074,7014.02982987065,0.9331853957403273,0.31156429440983924,0.26923880322184757,0.22291911407049758,0.1808375085502754,0.15230388210697487,0.1277276594669391,0.09953834383915632,0.08284578838082024,0.06799072851409842,0.02699492393818858
43,0.27262622658367996,0.07382819948943106,0.00632618730563684,0.026886295943415208,0.17118074750398105,0.06991594071899142,0.0,0.39978021683492065,7010.800416380494,0.9332076411544185,0.3105337155825926,0.26839409525687,0.22219134133049856,0.1802937598837601,0.1518739076542767,0.1273699277677597,0.09921613852783437,0.08256308735781537,0.06776450386086663,0.026886295943415208
44,0.27253461203404833,0.07387599197554064,0.006336999910409416,0.026932249657618694,0.1709780812863902,0.07008895944571976,0.0,0.3978434565576005,7012.190875937214,0.9332346933665293,0.3108220777777962,0.268549786901081,0.22232193033118824,0.18046912447218494,0.15207335688583143,0.127558579375019,0.09936261077448999,0.08267903618596412,0.0678637304271643,0.026932249657618694
45,0.2718015975240386,0.07367351008476791,0.006313847663604242,0.02683385246989382,0.1706469559516662,0.06950530261074231,0.0,0.39630175761250785,7011.303317450778,0.9332204965444711,0.3105310394868746,0.2681901575008155,0.22189640111866452,0.18008328261938725,0.15173498865885612,0.12723114772703184,0.09907322723568578,0.08241508396226407,0.06764625811151095,0.02683385246989382
46,0.2714823924632736,0.0736303638953429,0.006324325482644168,0.02687838324601506,0.1702886706579736,0.06974271791321891,0.0,0.3940045845868823,7016.693837819082,0.9331963507683723,0.31058391492008725,0.26821745967581156,0.22195177560760862,0.18014327070979408,0.15177724425827627,0.12728548565736184,0.09914877871563146,0.08250460156918446,0.06772418588318013,0.02687838324601506
47,0.2718684266938831,0.07374702104718694,0.006328232942026231,0.026894989860117874,0.17051044974353288,0.06988770121046693,0.0,0.39888025929421295,7017.58339772207,0.9333364186269459,0.31089850097567173,0.2687113941971199,0.2224062428751708,0.18051744088694288,0.1521072309914526,0.12754518672441825,0.09930819364421534,0.08261800216231154,0.06780206021808442,0.026894989860117874
48,0.270547452099594,0.07331997469995484,0.006307802035988414,0.026808158607109563,0.1697716196050574,0.06944221425323914,0.0,0.4022308204855238,7025.792832818223,0.933341560782967,0.31107794026752095,0.26883885518207656,0.2224066789115305,0.18041644671133586,0.1519567961275796,0.12734480926787461,0.09907749075538073,0.0823872739196697,0.06759445401311139,0.026808158607109563
49,0.2701459873617787,0.07323911271634556,0.006304152199022826,0.026792646791690435,0.16950049316817586,0.06929007009517797,0.0,0.3962845389113758,7017.504557291667,0.933331052898924,0.3101907064626505,0.2680975968911971,0.22175652675685428,0.17988928879573668,0.15158069256570314,0.12709819020587446,0.09896294217242863,0.08233103757867447,0.0675728021482954,0.026792646791690435
50,0.2698002145949738,0.07322077825665474,0.0063011731838145645,0.02677998598664999,0.1691935250719825,0.0692322625618278,0.0,0.3965835304923983,7018.125957782452,0.9333896287631639,0.3096850452187297,0.2676674200174136,0.22153531375167135,0.1798207651782822,0.1515415364078113,0.12706378135052357,0.09893593766586685,0.08232267281456744,0.06757084092623367,0.02677998598664999
51,0.26965180107634584,0.07319317275023722,0.006296025598489922,0.026758108704245134,0.16908318407478787,0.06921539036045363,0.0,0.3961896748988183,7031.743255279876,0.9334700028974932,0.3095130884385371,0.26779649622274404,0.2218773278506684,0.18027873702974984,0.15197781923708026,0.12738522674356187,0.09906233767995905,0.08234410917202195,0.06755091607461482,0.026758108704245134
52,0.2688559990771961,0.07306176829305323,0.006280517811126216,0.0266922006397184,0.16849717787115565,0.06900836272172002,0.0,0.39790332371935305,7043.786579062214,0.9335059979896405,0.3102063891433534,0.26831149648288233,0.22216034200274465,0.1804046005883933,0.15198719004789987,0.1273162811312265,0.0989194668611109,0.08218334688917621,0.06739900426959598,0.0266922006397184
53,0.2683332663152244,0.07298852602913702,0.006266886150914725,0.026634266095119954,0.16825176450686577,0.06837581392827925,0.0,0.39965396153402855,7044.6189367273355,0.9334672082474816,0.31057659331913834,0.26861834056648143,0.22236782828202614,0.18048631855638037,0.1519482080916782,0.1272186102557095,0.09879659370079145,0.0820360320036883,0.06724708845272606,0.026634266095119954
54,0.2679382507781406,0.07287748701078987,0.006261026929388498,0.026609364412588515,0.16796049885042422,0.06842061959125184,0.0,0.39463688629669147,7055.158808557979,0.9334800636375343,0.3112048897005263,0.26923986101325176,0.22289659552303426,0.18079627793787162,0.1520958945646391,0.127239612023254,0.09878791204138553,0.08201540408881156,0.06721394870689501,0.026609364412588515
55,0.2672290530178573,0.0726663979937087,0.006256798440044671,0.02659139343138252,0.16756076439396367,0.06810750301940974,0.0,0.4022807049882281,7045.296208755437,0.9335374098557693,0.3109262296895841,0.2689745360132539,0.2225957404781174,0.18055605298870211,0.15188346926000093,0.12708260702999521,0.09866308354032345,0.08192332885859213,0.06713490952966196,0.02659139343138252
56,0.2673032455446519,0.07262453274467053,0.006282994374394035,0.026702726034672705,0.16748332363236082,0.06866081413086299,0.0,0.3978954753923766,7041.202463226878,0.9335921849959936,0.3100700330384922,0.26834595165191555,0.22227977786636177,0.18049912828774678,0.15201389284688474,0.12728150906689437,0.09892666113354784,0.08219124764313192,0.06738125868551023,0.026702726034672705
57,0.26706180579605554,0.07258129088487818,0.006276173895777582,0.02667373899820742,0.16731889352147833,0.0685721274547197,0.0,0.39741870542585633,7044.572382776729,0.9335941971440018,0.31064533985359766,0.26881670531554097,0.22262552244104308,0.18074478405517536,0.1521419494143336,0.12731933956727004,0.09888275594010458,0.08212290678323407,0.06731947303336837,0.02667373899820742
58,0.2668705720713724,0.0727509567616405,0.006268322348403625,0.026640369918456662,0.16700897286663124,0.06842967490546215,0.0,0.3974106041612206,7051.649200327667,0.9336052639580472,0.3110854536731601,0.2691968723640337,0.2229407073813917,0.18095661847146002,0.15227682861216338,0.1273497451547083,0.09883705504757144,0.08206304260990122,0.06726408000667017,0.026640369918456662
59,0.2652974218512193,0.072159115702678,0.006233807080067121,0.026493680008410753,0.1662761636433147,0.06772214867474832,0.0,0.3963526379276108,7055.518340952667,0.9334141098972641,0.3107141586559596,0.2689524565315072,0.22268698312642374,0.18067138437386399,0.15196661806696063,0.12701860841213566,0.09849029138083859,0.08172224826373897,0.06696748126966831,0.026493680008410753
60,0.26604482389631723,0.0724119140251434,0.006261580216872332,0.026611715790580262,0.16657846650251976,0.06826594392786096,0.0,0.39374644541260084,7058.465882018372,0.9335150526556777,0.310495851459084,0.2689190088283448,0.2228361887536643,0.18091736747559173,0.1523298075620508,0.1273965713032436,0.09880754369355384,0.08201868586487822,0.06722559457160396,0.026611715790580262
61,0.2655168135578816,0.07225842937663361,0.006237074312320723,0.026507565826723426,0.16638427517025461,0.06775060035424792,0.0,0.40041283466222083,7065.378065619277,0.9335290259057349,0.31042089419705526,0.2689500410150696,0.22283021524384783,0.18093440665321037,0.15232473832892848,0.1273235763003538,0.09863153606271133,0.08180795740950239,0.06701982780717887,0.026507565826723426
62,0.26502643604745796,0.07218053271045614,0.006233649554358789,0.02649301066721752,0.16595559190590303,0.06781659784962188,0.0,0.40146732794277834,7075.320027222127,0.9336662991142972,0.31069531665616856,0.2693144699811062,0.2231889361645276,0.18123826458231435,0.15257124534565888,0.12749735944164106,0.09870435354801324,0.0818090079277208,0.06699579337359349,0.02649301066721752
63,0.26442442414088124,0.07205079326699505,0.006214322031888387,0.02641086857220083,0.1656457584474113,0.06734277683927681,0.0,0.39494626447831316,7080.803385416667,0.9337334825005723,0.31178285852893367,0.270318865339398,0.22387537764105606,0.1816209125376883,0.15265555417799687,0.12741931035241363,0.09853590367150394,0.08159444497509317,0.0667862274271228,0.02641086857220083
64,0.26404421443576775,0.0720011161114925,0.006207459403249698,0.026381702445474737,0.16539174885976882,0.06711172070285995,0.0,0.3946749795596678,7080.884796030792,0.9336544497982486,0.3124751688796522,0.27084074374083633,0.22424186086589162,0.18184176081921155,0.15273939900018357,0.1274379350299582,0.09851199253411083,0.08156243545231802,0.06672971326543953,0.026381702445474737
65,0.2639793601064455,0.07195423243246672,0.006206584752336035,0.026377985212992835,0.165373037422533,0.06711725011167727,0.0,0.3977941910534988,7082.535648108402,0.9336390233301854,0.31233384495689753,0.27083831496072774,0.22422203257843687,0.18181136681701673,0.15270906542137866,0.12740747521430146,0.0984953047755437,0.08155725878619012,0.06673705219649352,0.026377985212992835
66,0.26337373098392625,0.07196852756534522,0.006178451356590613,0.0262584181966417,0.1649644008049598,0.06651142592313307,0.0,0.3966832914741048,7084.702065268716,0.933697487408425,0.312936157479391,0.2711799268648301,0.22440472433527747,0.18180502637292875,0.1525886724174241,0.1271697380221807,0.09818112938886597,0.08124002298483482,0.06646404536133939,0.0262584181966417
67,0.2635726634508524,0.07201870641374326,0.006186819512519863,0.026293982860833516,0.16504797071982652,0.06669941595704346,0.0,0.39669112593699724,7100.892934051625,0.9339715866815477,0.3131748568880689,0.27127929239264337,0.2245580384255329,0.18202310535824778,0.15279413467689312,0.1273322686307378,0.09830571204805985,0.08133815680613447,0.06655346039996479,0.026293982860833516
68,0.2626502009811419,0.07167370134330057,0.0061764867435594945,0.026250068616845233,0.16452955238985054,0.06653878648147915,0.0,0.39814252092506425,7100.753713083791,0.9338524228050595,0.31290201668119255,0.2711873085616709,0.2245403651298184,0.18199387883201187,0.15278617549182733,0.1273024721623777,0.09823009790682094,0.08125500232254193,0.06646794372753347,0.026250068616845233
69,0.2624007366570361,0.07154067653494003,0.006180847194148125,0.026268600496453243,0.16443478643566697,0.06645127901664147,0.0,0.39953430204382745,7104.177629743303,0.9341163495521405,0.31265647114414874,0.27100478702194086,0.22437449449147934,0.1818498255405234,0.1526624397152946,0.12724872258229133,0.0982258311121455,0.0812737544923475,0.0664980394199436,0.026268600496453243
70,0.2622102805218854,0.07156365633611278,0.006176167949795341,0.026248713750596883,0.1642214705546697,0.06646725395523803,0.0,0.39966714532274905,7106.088031922504,0.9339594020074977,0.31231169730097386,0.2707871507594,0.22421689942861214,0.18180213011664786,0.15269651056536826,0.12730335886334324,0.09825166179747372,0.08127125307590097,0.06647785111661358,0.026248713750596883
71,0.26171022203269895,0.07146742334077646,0.006166719528761157,0.026208557939027256,0.16390238721401262,0.06621785016368816,0.0,0.398510553925247,7095.082242301969,0.9336813902243589,0.3124157958305799,0.27072578029973166,0.2240497229463888,0.1815987495166478,0.15252200284829506,0.12718231907803498,0.09816576468147638,0.08119309903719486,0.06639202390780378,0.026208557939027256
72,0.261895484376303,0.07154827809213718,0.006173467981687068,0.026237238894452106,0.16397346356958697,0.0663053353177213,0.0,0.39691842923234233,7106.770748375973,0.9339496766254579,0.3132315709259047,0.2714727317893898,0.22458669005623666,0.18193294923929942,0.15275206640635655,0.12729308683247792,0.09822690609719727,0.0812377936237461,0.06643536280936156,0.026237238894452106
73,0.2611038842589864,0.07138290010638289,0.0061542985674280385,0.02615576886977905,0.16347068545473364,0.06596094837255312,0.0,0.3987677205940743,7118.028483072917,0.9340719705099588,0.31443382570376766,0.27259985884248994,0.225558445867383,0.18262366202724722,0.15312574866599651,0.1274258931450573,0.09816036377470572,0.08108341962699489,0.06626777649062239,0.02615576886977905
74,0.26050236373593955,0.07122953125572466,0.006124237658039772,0.026028009960530223,0.16322154041393336,0.06540280721754163,0.0,0.3962778856247773,7130.395777887477,0.9340330689817995,0.31482274229928253,0.273044867338715,0.22593033351959327,0.18280363096531493,0.1531089627808267,0.1272427662934139,0.09787789415636342,0.08077754111680792,0.06598658856318329,0.026028009960530223
75,0.2599943967420103,0.07118664541360223,0.006106044795200392,0.025950690301565025,0.16289363776916985,0.06500921979028008,0.0,0.39534281003169525,7139.868095202323,0.9340828137520032,0.31628391495991104,0.27429146338731814,0.22681501232114903,0.18333420692346034,0.15331853857953034,0.12722450279163353,0.09772317586364326,0.0805846121394154,0.06579652337882763,0.025950690301565025
76,0.2598460588208485,0.07116048934531737,0.0061271682896757084,0.026040465223019595,0.16265007509635046,0.06533989202463146,0.0,0.39665656222965257,7132.568159054487,0.9340803544599932,0.31605291519409573,0.2743105261753767,0.22707467752716917,0.18364892310493594,0.1536416768099799,0.1275256308334651,0.09799002568090792,0.0807986849229851,0.065972419646688,0.026040465223019595
77,0.25892062258698567,0.0709249199924124,0.006111340100054831,0.02597319543525413,0.1620983878771464,0.06493468991320431,0.0,0.3974199951677532,7129.715516254579,0.9341558100103022,0.31559622506082274,0.273690809969937,0.22648069914771524,0.18317003556332745,0.15323841869285254,0.127176488057161,0.09772392576594492,0.08058020261017394,0.0657996992092757,0.02597319543525413
78,0.2589919328853324,0.07093621879106476,0.006111667109414553,0.025974585142518793,0.16217716884263705,0.06487098078315075,0.0,0.40090549063114894,7123.216179816278,0.93393067300538,0.31598000070114274,0.2739170568657445,0.22654662491419378,0.18310138766036366,0.15309517500383077,0.12703892220180113,0.09765647159336688,0.08056750302731773,0.06579488624337611,0.025974585142518793
